銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
6444,"273,934","204,880",－,889,"-3,401",－,0.32,-1.66,－,-71.90,11.52,－
6586,"490,578","492,617","530,000","78,305","64,046","67,500",15.96,13.00,12.74,9.90,8.34,8.07
6988,"806,495","741,018","715,000","92,777","69,733","75,000",11.50,9.41,10.49,9.55,6.79,7.77
7224,"217,297","227,231","210,000","10,708","12,836","8,500",4.93,5.65,4.05,6.75,8.93,5.94
7729,"101,520","87,927","92,000","20,221","12,282","13,200",19.92,13.97,14.35,14.35,6.68,9.03
8059,"161,891","161,476","141,000","7,573","6,998","5,300",4.68,4.33,3.76,10.06,10.39,7.57
8088,"715,085","686,771","677,500","26,456","28,728","24,700",3.70,4.18,3.65,12.02,12.08,8.72
8131,"229,382","240,127","220,000","3,629","7,214","6,800",1.58,3.00,3.09,4.13,4.52,4.90
9539,"87,732","95,042","88,200","4,741","6,573","6,500",5.40,6.92,7.37,5.18,6.60,6.17
1948,"37,527","35,654","34,000","2,724","2,541","1,320",7.26,7.13,3.88,12.52,10.24,5.07
2212,"1,059,442","1,061,152","1,012,000","24,343","24,824","15,800",2.30,2.34,1.56,4.30,4.33,1.63
4097,"84,951","83,943","75,000","5,099","5,141","3,300",6.00,6.12,4.40,6.34,6.67,4.22
4222,"18,799","17,867","12,900",-352,183,200,-1.87,1.02,1.55,-113.49,－,1.82
4995,"6,692","6,729","6,730",96,135,135,1.43,2.01,2.01,4.44,5.29,5.00
5612,"12,877","13,576","14,100","-1,041",528,530,-8.08,3.89,3.76,-50.57,7.03,6.03
6391,"5,407","6,378","5,700",224,323,300,4.14,5.06,5.26,2.69,4.22,3.43
8089,"244,183","251,475","210,000","1,456","1,203","3,300",0.60,0.48,1.57,0.90,-10.40,5.78
1824,"492,087","487,856","651,500","35,944","34,045","35,800",7.30,6.98,5.50,10.41,6.13,5.23
1871,"110,279","105,744","114,000","8,747","4,881","4,800",7.93,4.62,4.21,24.84,8.91,7.38
2211,"105,241","103,347","100,000","2,415","1,837","1,800",2.29,1.78,1.80,2.94,2.56,1.06
4528,"288,634","292,420","305,000","62,010","77,491","87,000",21.48,26.50,28.52,9.53,10.66,10.74
5923,"18,502","17,645","15,000",942,"1,025",400,5.09,5.81,2.67,4.91,4.29,1.98
5994,"40,501","40,322","32,700","1,716","1,301",-800,4.24,3.23,-2.45,4.94,3.35,-3.97
6118,"84,082","69,159","59,000","5,561","6,173","3,300",6.61,8.93,5.59,6.11,5.35,2.82
6138,"9,998","9,046","7,000",452,213,-350,4.52,2.35,-5.00,5.45,2.15,-8.14
6709,"6,653","8,105","7,560",291,571,320,4.37,7.05,4.23,4.66,6.66,5.40
8090,"130,502","119,960","100,000","1,882","2,149","1,100",1.44,1.79,1.10,19.24,18.90,18.02
1892,"55,715","57,098","57,000","2,084","2,296","1,700",3.74,4.02,2.98,11.49,9.97,6.94
1963,"619,241","480,809","480,000","23,249","20,234","20,000",3.75,4.21,4.17,5.97,1.03,1.99
2286,"44,401","45,175","45,000","1,104",988,620,2.49,2.19,1.38,11.70,11.20,15.07
4409,"45,294","42,155","39,000","2,200","2,006","1,030",4.86,4.76,2.64,15.54,10.39,3.70
6794,"140,303","107,298","85,000","3,937","2,064",750,2.81,1.92,0.88,-3.48,2.89,－
7735,"364,234","323,249","313,500","29,645","12,561","18,000",8.14,3.89,5.74,10.32,2.84,5.95
8065,"216,896","206,197","162,000","3,800","3,276","1,500",1.75,1.59,0.93,7.39,6.57,3.63
8091,"128,778","117,900","110,000","2,424","1,910","1,700",1.88,1.62,1.55,-18.51,15.73,8.70
1946,"218,984","224,843","218,000","11,029","13,307","12,100",5.04,5.92,5.55,6.83,8.80,6.55
6245,"32,659","31,682","23,000","4,839","3,684","1,950",14.82,11.63,8.48,13.02,8.25,4.81
6492,"7,577","6,663","6,400",-67,-872,15,-0.88,-13.09,0.23,1.74,-10.89,2.17
6645,"859,482","677,980","620,000","76,633","54,760","40,000",8.92,8.08,6.45,10.76,14.48,4.42
6850,"21,999","20,582","20,200","1,718","1,026",880,7.81,4.98,4.36,7.57,8.02,6.33
6951,"111,289","117,243","109,000","6,670","7,030","5,100",5.99,6.00,4.68,15.04,12.37,8.10
5463,"167,437","154,926","157,000","19,266","14,712","15,200",11.51,9.50,9.68,5.45,2.44,4.18
5659,"38,760","34,910","31,500","3,554","1,926","1,900",9.17,5.52,6.03,9.00,4.55,4.76
9065,"572,516","569,461","526,600","39,247","40,374","30,000",6.86,7.09,5.70,14.65,12.57,9.14
1821,"448,758","472,402","400,000","29,217","24,765","18,000",6.51,5.24,4.50,22.60,16.69,10.47
1822,"150,777","162,811","160,000","9,166","8,511","9,000",6.08,5.23,5.63,10.41,10.63,9.35
5922,"18,830","21,680","21,000",829,"2,012","1,150",4.40,9.28,5.48,6.78,31.54,3.59
4221,"86,260","85,364","85,000","4,254","3,719","3,900",4.93,4.36,4.59,5.56,6.42,5.68
5195,"94,318","90,247","75,000","6,815","2,056","2,500",7.23,2.28,3.33,8.33,1.04,2.31
5921,"23,102","19,913","20,000","1,390","1,425",900,6.02,7.16,4.50,4.78,3.41,3.12
6644,"82,089","90,069","80,000","4,299","3,691","1,500",5.24,4.10,1.88,3.82,2.53,0.22
7974,"1,200,560","1,308,519","1,400,000","249,701","352,370","450,000",20.80,26.93,32.14,14.22,17.53,17.97
6937,"63,600","64,486","56,000","2,801","3,293","2,300",4.40,5.11,4.11,9.43,8.72,5.97
6999,"55,895","50,020",－,"5,670","1,465",－,10.14,2.93,－,1.69,1.82,－
7919,"15,179","14,804","12,600",138,36,-145,0.91,0.24,-1.15,-1.20,-16.92,-4.54
8260,"78,955","66,145","50,000","1,368","1,302",-300,1.73,1.97,-0.60,-27.69,5.19,-7.64
1820,"349,318","391,621","348,500","24,928","25,313","25,000",7.14,6.46,7.17,9.88,9.50,9.08
1945,"68,644","66,520","66,000","4,822","3,918","3,900",7.02,5.89,5.91,5.84,3.83,4.09
5610,"4,048","4,304","3,000",-179,-23,-400,-4.42,-0.53,-13.33,-1.92,3.00,-17.20
5964,"5,690","4,920","4,440",422,164,120,7.42,3.33,2.70,27.62,3.24,2.95
5974,"12,784","12,992","13,000",88,40,100,0.69,0.31,0.77,1.53,2.21,3.44
6848,"17,548","16,349",－,"1,982","1,834",－,11.29,11.22,－,8.53,8.40,－
6849,"178,799","185,007","184,000","15,044","15,503","16,500",8.41,8.38,8.97,9.93,8.29,8.67
9070,"137,436","138,167","130,000","7,275","6,824","4,800",5.29,4.94,3.69,6.78,5.86,3.88
2209,"45,108","42,309","42,750","1,413",359,810,3.13,0.85,1.89,8.12,0.88,3.67
3528,"6,325","6,731",－,"-6,653","-1,281",－,-105.19,-19.03,－,-40.18,1.53,－
4093,"36,564","33,561","30,000","1,663","1,523","1,200",4.55,4.54,4.00,7.99,6.39,4.69
4215,"150,650","139,432","132,000","9,080","7,372","7,000",6.03,5.29,5.30,9.06,17.00,4.90
5142,"85,705","80,225","73,000","1,402","1,602","1,150",1.64,2.00,1.58,0.78,4.56,6.54
8016,"240,652","248,233","187,500","4,461","-3,061","-8,945",1.85,-1.23,-4.77,3.06,-42.02,-13.22
1518,"75,702","66,596","54,500","5,201","2,741",200,6.87,4.12,0.37,6.73,6.95,2.07
1803,"1,664,960","1,698,292","1,485,000","129,724","133,894","82,500",7.79,7.88,5.56,14.44,13.56,8.10
1808,"890,981","846,029","800,000","98,430","85,925","72,500",11.05,10.16,9.06,26.36,15.86,12.64
1810,"92,471","94,422","87,000","4,790","3,487","3,000",5.18,3.69,3.45,9.93,6.61,4.96
1811,"128,130","132,957","100,200","5,869","5,951",850,4.58,4.48,0.85,6.42,6.50,1.51
1812,"1,974,269","2,010,751","1,910,000","142,622","131,987","115,000",7.22,6.56,6.02,15.48,13.36,9.60
1813,"67,081","71,200","73,000","3,582","4,497","3,400",5.34,6.32,4.66,9.57,10.38,8.24
1814,"64,864","65,167","57,000","3,899","2,763","1,760",6.01,4.24,3.09,18.60,11.14,6.85
1815,"174,670","192,842","179,000","7,573","5,815","5,900",4.34,3.02,3.30,9.52,8.18,6.26
1882,"103,676","109,123","105,000","3,653","4,753","4,500",3.52,4.36,4.29,-0.59,10.07,7.12
1884,"146,294","148,699","151,000","7,764","7,515","8,000",5.31,5.05,5.30,5.74,8.17,6.25
1888,"99,675","107,830","90,700","4,607","5,039","2,650",4.62,4.67,2.92,12.09,10.18,4.43
1890,"163,860","174,805","175,000","7,815","9,268","8,100",4.77,5.30,4.63,10.98,10.72,8.78
1926,"102,825","106,210","102,500","9,702","9,874","9,100",9.44,9.30,8.88,10.72,10.80,9.47
1942,"563,550","616,143","560,000","30,012","34,693","30,000",5.33,5.63,5.36,8.52,9.27,7.55
1944,"521,283","585,905","532,000","40,354","45,026","34,200",7.74,7.68,6.43,6.55,7.13,5.00
1971,"6,055","7,231","7,306",186,111,-340,3.07,1.54,-4.65,3.24,4.15,-9.06
2053,"186,982","183,428","180,000","5,021","6,020","5,500",2.69,3.28,3.06,7.37,8.74,7.18
2055,"41,128","41,974","42,000",308,527,600,0.75,1.26,1.43,1.46,2.12,2.24
2112,"26,002","25,659","25,000","1,010","1,071",850,3.88,4.17,3.40,9.82,8.76,6.78
2114,"19,634","18,958","19,000","1,349","1,491","1,150",6.87,7.86,6.05,2.07,7.20,5.12
2281,"413,023","418,060","435,800","13,168","15,636","17,900",3.19,3.74,4.11,9.91,9.99,11.77
2282,"1,234,180","1,229,826","1,180,000","38,311","43,772",－,3.10,3.56,－,4.78,4.77,6.25
2607,"300,844","414,727","360,000","18,525","23,598","16,500",6.16,5.69,4.58,7.32,10.50,6.59
2805,"145,160","146,931","112,000","7,154","7,239","8,300",4.93,4.93,7.41,10.29,12.02,11.43
2806,"21,269","20,285","20,500","1,161","1,015","1,100",5.46,5.00,5.37,5.34,5.01,4.08
2892,"46,959","45,265","44,500",27,11,850,0.06,0.02,1.91,1.52,1.28,3.55
3010,"5,084","5,452",－,-358,-181,－,-7.04,-3.32,－,-283.52,-25.62,－
3123,"8,438","7,601","6,675",-91,716,533,-1.08,9.42,7.99,-0.55,-0.47,2.08
3529,"21,870","19,621","17,300",-903,-461,"-2,300",-4.13,-2.35,-13.29,-6.64,-14.92,-4.84
3577,"14,507","14,010","10,700",752,617,-230,5.18,4.40,-2.15,5.67,-8.30,-4.80
4031,"38,333","37,561","38,000","1,213","1,409","1,200",3.16,3.75,3.16,4.49,3.92,3.69
4047,"55,200","53,679","50,000","9,447","7,729","3,500",17.11,14.40,7.00,16.05,11.28,4.26
4094,"23,956","21,521","18,290","2,758","2,374","1,900",11.51,11.03,10.39,6.75,5.52,3.72
4095,"129,207","119,028","93,000","17,023","12,601","7,400",13.17,10.59,7.96,8.19,6.66,4.85
4115,"20,798","21,284","20,000","3,139","3,016","2,500",15.09,14.17,12.50,9.93,9.19,6.60
4116,"170,394","155,108","129,000","8,718","4,850","1,500",5.12,3.13,1.16,4.10,4.23,2.93
4119,"45,916","38,406","29,800",946,461,-100,2.06,1.20,-0.34,4.17,1.42,－
4216,"56,083","56,581","54,000","4,224","4,368","2,900",7.53,7.72,5.37,9.30,7.25,5.09
4218,"47,417","44,063","41,500","3,684","2,975","2,000",7.77,6.75,4.82,9.15,4.75,3.51
4220,"97,813","98,808","85,000","5,761","5,581","4,100",5.89,5.65,4.82,6.37,6.21,3.97
4361,"7,605","7,488","6,450",243,190,100,3.20,2.54,1.55,9.33,7.69,3.87
4517,"11,542","11,924","10,920","3,186","3,068","2,180",27.60,25.73,19.96,8.39,7.78,5.17
4521,"94,165","89,232","77,200","24,592","26,512","18,100",26.12,29.71,23.45,15.13,15.52,10.19
4526,"89,024","82,974","78,000","4,580","5,307","2,000",5.14,6.40,2.56,4.48,-17.01,-2.91
4527,"183,582","188,327","183,000","20,812","23,085","21,800",11.34,12.26,11.91,7.60,11.43,9.77
4619,"59,417","57,191","48,300","2,973","2,827",600,5.00,4.94,1.24,6.95,5.71,1.48
4633,"162,056","167,237","161,800","5,112","6,225","7,000",3.15,3.72,4.33,6.26,5.45,5.64
4634,"290,208","279,892","260,000","15,276","13,174","12,000",5.26,4.71,4.62,5.44,3.92,2.92
4635,"44,628","42,572","38,500","1,238",592,200,2.77,1.39,0.52,4.35,2.53,－
4992,"41,015","41,986","43,500","3,141","2,902","3,000",7.66,6.91,6.90,12.77,11.15,9.88
5104,"7,681","7,609","6,140",241,215,50,3.14,2.83,0.81,6.85,5.42,0.53
5108,"3,650,111","3,525,600","2,890,000","402,732","326,098",－,11.03,9.25,－,12.36,12.38,-2.81
5194,"6,258","6,563",－,"1,121","1,295",－,17.91,19.73,－,9.01,13.65,－
5208,"44,728","45,970","45,300","3,119","2,762","2,400",6.97,6.01,5.30,5.71,0.44,3.23
5210,"70,251","67,372","58,000",282,250,"-3,000",0.40,0.37,-5.17,0.29,-0.28,-11.04
5268,"10,256","9,802","9,100",442,568,570,4.31,5.79,6.26,3.20,3.94,3.96
5269,"49,975","45,824","47,000","2,137",-86,"2,050",4.28,-0.19,4.36,3.97,-0.10,3.67
5358,"16,770","16,129","13,500","2,850","2,836","1,700",16.99,17.58,12.59,12.55,14.66,9.29
5363,"27,195","28,026","22,380","3,441","3,319","1,600",12.65,11.84,7.15,7.44,4.83,3.42
5393,"215,495","208,876","190,000","22,629","20,427","17,500",10.50,9.78,9.21,14.04,12.07,9.03
5395,"4,722","4,307","3,600",61,-90,-73,1.29,-2.09,-2.03,3.32,-12.35,-4.47
5444,"201,299","181,964","132,000","9,272","11,333","9,000",4.61,6.23,6.82,7.48,4.69,2.27
5458,"10,990","9,679","8,100",551,219,-60,5.01,2.26,-0.74,14.55,2.44,-1.35
5461,"52,234","44,474","36,900","2,812","4,650","3,200",5.38,10.46,8.67,2.96,4.60,2.94
5486,"1,023,421","881,402","720,000","42,442","-39,126",－,4.15,-4.44,－,5.45,-6.79,-9.61
5607,"29,777","31,525","27,400",156,142,-20,0.52,0.45,-0.07,5.10,6.09,1.59
5609,"13,741","12,091","11,700",668,425,290,4.86,3.52,2.48,5.21,3.19,2.61
5658,"31,247","30,939","27,000","1,160","1,750","1,000",3.71,5.66,3.70,2.27,0.89,2.18
5727,"43,648","45,509","35,200","5,274","4,068","2,700",12.08,8.94,7.67,14.51,4.93,-0.84
5852,"145,428","120,577","87,900","3,228",764,"-4,000",2.22,0.63,-4.55,0.67,-1.16,-8.28
5911,"141,924","138,144","144,000","10,509","12,883","14,000",7.40,9.33,9.72,9.24,10.37,10.10
5918,"15,489","16,318","15,000",284,129,50,1.83,0.79,0.33,1.25,0.29,0.12
5942,"27,054","24,702","22,000","1,356",627,100,5.01,2.54,0.45,4.33,-2.15,0.51
5952,"5,370","5,438","4,500",28,48,35,0.52,0.88,0.78,3.78,-1.96,0.44
5992,"83,017","83,394","72,700","2,228","2,692",700,2.68,3.23,0.96,3.27,3.03,0.83
6016,"11,509","10,151","11,600",222,211,260,1.93,2.08,2.24,5.70,6.25,3.58
6022,"9,406","9,667","8,400",-55,38,-290,-0.58,0.39,-3.45,-0.55,0.60,-2.58
6042,"7,867","7,526","6,400",782,639,85,9.94,8.49,1.33,10.85,6.46,0.13
6111,"14,400","13,941","11,800",564,288,-230,3.92,2.07,-1.95,5.62,3.17,0.04
6112,"2,235","2,248","1,381",90,23,-296,4.03,1.02,-21.43,13.88,4.40,-41.03
6113,"338,175","320,112","233,000","45,145","34,682","12,000",13.35,10.83,5.15,7.61,5.36,1.38
6217,"42,201","37,698","21,500",934,-228,"-3,700",2.21,-0.60,-17.21,6.15,-4.56,-37.18
6316,"36,177","34,895","35,500",434,852,950,1.20,2.44,2.68,1.91,4.11,4.05
6342,"7,703","6,724","3,850","1,007",661,-10,13.07,9.83,-0.26,16.49,4.38,1.08
6356,"7,393","7,579","8,000",461,568,410,6.24,7.49,5.13,4.08,4.93,3.71
6365,"18,327","19,674","21,500","1,714","1,725","2,300",9.35,8.77,10.70,6.76,6.72,9.29
6368,"92,273","96,515","100,000","6,558","9,908","7,200",7.11,10.27,7.20,8.38,12.42,7.55
6369,"45,188","46,518","48,100","1,406","2,591","2,160",3.11,5.57,4.49,2.85,4.92,4.54
6370,"257,331","264,807","270,000","19,860","27,479","29,000",7.72,10.38,10.74,5.06,7.62,7.85
6373,"47,543","47,510","39,800","1,440","1,166",500,3.03,2.45,1.26,3.52,-8.58,-0.75
6376,"165,326","165,780","158,000","10,302","12,466","9,000",6.23,7.52,5.70,9.82,8.62,6.27
6378,"21,510","20,711","20,300","2,209","1,750","1,020",10.27,8.45,5.02,14.47,10.64,6.08
6379,"97,331","140,578","145,000","7,683","10,040","10,400",7.89,7.14,7.17,11.44,21.52,10.30
6380,"3,580","3,265","2,801",117,14,-22,3.27,0.43,-0.79,5.56,-0.35,-1.60
6381,"38,807","39,091","32,500","4,339","3,876","2,400",11.18,9.92,7.38,10.01,8.91,5.73
6383,"459,486","443,694","460,000","54,681","40,497","41,000",11.90,9.13,8.91,19.46,12.43,12.02
6436,"131,713","133,084","110,000","15,161","16,168","7,000",11.51,12.15,6.36,8.66,9.85,5.72
6439,"5,353","4,681","3,900",-79,-159,-250,-1.48,-3.40,-6.41,2.87,-6.16,0.30
6440,"112,064","99,169",－,"9,148","3,838",－,8.16,3.87,－,19.18,4.79,－
6463,"192,619","178,530","142,400","18,309","13,923","4,500",9.51,7.80,3.16,10.99,6.78,2.70
6479,"884,723","978,445","940,000","72,033","58,647","50,000",8.14,5.99,5.32,15.91,11.58,9.47
6498,"136,637","127,090","82,500","11,713","6,950","3,300",8.57,5.47,4.00,7.41,6.53,－
6513,"37,884","32,502","24,000","2,510",904,"-2,200",6.63,2.78,-9.17,8.38,1.00,-12.23
6584,"140,456","142,707","106,000","2,067","5,452",700,1.47,3.82,0.66,-23.09,7.11,3.70
6623,"80,034","75,030","76,000","4,235","2,801","3,300",5.29,3.73,4.34,6.04,5.18,4.46
6643,"22,350","22,552","21,720","1,725","1,548","1,170",7.72,6.86,5.39,9.03,7.70,6.21
6706,"44,757","45,016","40,500","2,690","2,601","1,450",6.01,5.78,3.58,3.40,3.97,2.47
6707,"173,650","160,217","144,000","10,531","4,309",600,6.06,2.69,0.42,6.98,-10.28,-15.93
6754,"99,659","107,023","110,000","11,246","17,413","17,500",11.28,16.27,15.91,10.94,14.86,13.70
6763,"13,207","12,499","11,500",999,624,150,7.56,4.99,1.30,4.44,-0.40,0.97
6768,"87,008","79,655","72,500","4,600","2,289","1,500",5.29,2.87,2.07,14.32,2.20,0.99
6770,"851,332","810,570","702,500","49,641","26,795","13,000",5.83,3.31,1.85,6.64,-1.16,0.94
6771,"24,956","23,229","21,000","1,095",768,500,4.39,3.31,2.38,7.01,5.54,3.26
6772,"10,237","8,933","7,200",417,187,-100,4.07,2.09,-1.39,9.34,1.02,-7.78
6775,"2,907","3,070",－,-242,-158,－,-8.32,-5.15,－,-20.78,-20.60,－
6776,"17,621","18,351","16,000",948,"1,044",100,5.38,5.69,0.63,10.52,11.20,0.76
6844,"94,703","92,965","76,288","5,638","1,757","-3,154",5.95,1.89,-4.13,6.53,-7.38,-15.14
6845,"262,054","259,411","248,000","26,690","27,255","25,500",10.18,10.51,10.28,10.61,10.87,9.57
6846,"5,494","4,350","3,200",241,10,-75,4.39,0.23,-2.34,9.29,1.66,-1.77
6923,"434,124","391,622","340,000","53,927","24,833","30,000",12.42,6.34,8.82,11.30,5.10,5.42
6924,"54,006","59,274","52,000","1,458","3,661","1,200",2.70,6.18,2.31,4.20,9.59,2.41
6993,"20,439","17,270","14,046",-163,136,183,-0.80,0.79,1.30,-25.81,-64.11,-88.04
6994,"21,761","23,597","22,430","1,114","1,182",670,5.12,5.01,2.99,3.14,3.15,0.89
6995,"507,645","500,002","420,000","29,618","22,597","4,500",5.83,4.52,1.07,8.06,6.59,1.78
6996,"122,860","119,675","120,000","5,473","2,549","2,400",4.45,2.13,2.00,-9.20,3.63,3.12
6998,"12,651","11,607","9,800","1,029",502,30,8.13,4.32,0.31,8.50,5.99,2.90
7222,"602,882","498,831","361,600","7,787","9,303","-2,000",1.29,1.86,-0.55,3.41,3.48,0.00
7235,"30,194","28,899","25,000","1,440",716,"-1,100",4.77,2.48,-4.40,5.24,0.43,-5.50
7236,"136,125","130,524","108,300","5,092","2,843",300,3.74,2.18,0.28,3.90,3.29,-3.59
7238,"243,668","193,317","126,600",215,"3,707","-5,300",0.09,1.92,-4.19,-122.22,96.94,－
7244,"140,600","133,053","111,000","9,003","6,440","1,500",6.40,4.84,1.35,27.60,12.56,2.56
7245,"107,718","100,159",－,"7,262","4,168",－,6.74,4.16,－,7.86,4.87,－
7247,"121,803","110,499","86,500","4,403","2,410","-1,300",3.61,2.18,-1.50,7.03,-13.87,-9.78
7249,"17,682","17,623","13,300",604,369,-700,3.42,2.09,-5.26,4.26,2.61,-5.44
7719,"5,379","7,439","8,300",287,418,420,5.34,5.62,5.06,46.52,19.09,16.35
7726,"17,754","15,083","13,200","1,277",338,170,7.19,2.24,1.29,10.00,1.51,-0.57
7727,"11,715","11,886","11,500",419,484,60,3.58,4.07,0.52,3.71,2.20,0.51
7734,"30,650","32,189","29,800","5,103","6,197","4,900",16.65,19.25,16.44,9.58,9.49,7.21
7741,"565,810","576,546",－,－,－,－,－,－,－,21.25,18.04,－
7914,"97,782","100,858","95,000","1,027","1,569",500,1.05,1.56,0.53,1.73,2.45,0.98
7915,"207,404","174,035","178,000","8,080","-16,247","5,500",3.90,-9.34,3.09,4.69,-20.80,5.97
7916,"17,760","18,127","15,300",73,-152,-700,0.41,-0.84,-4.58,0.64,-2.15,8.90
7972,"118,700","122,174","117,000","1,927",903,400,1.62,0.74,0.34,3.68,-1.19,0.22
7994,"247,925","253,170","236,000","12,418","13,391","11,300",5.01,5.29,4.79,8.02,7.46,6.24
7995,"51,243","48,212","44,300","5,609","4,214","3,000",10.95,8.74,6.77,12.41,8.82,7.84
7997,"11,042","9,550","9,340",-22,-225,24,-0.20,-2.36,0.26,-1.37,-7.08,-2.01
8015,"6,762,702","6,694,071",－,"215,197","210,370",－,3.18,3.14,－,11.19,11.33,6.34
8018,"27,351","23,356","17,000","1,894",96,"1,300",6.92,0.41,7.65,4.61,8.56,1.93
8020,"723,849","721,802","670,000","30,349","28,352","24,000",4.19,3.93,3.58,13.77,11.25,9.67
8022,"178,108","169,742","150,000","7,623","6,263","1,500",4.28,3.69,1.00,6.40,4.75,1.53
8041,"325,268","319,813","300,000","2,362","1,439",-500,0.73,0.45,-0.17,7.68,5.59,-2.14
8070,"125,263","98,604","110,000","2,280","2,696","2,300",1.82,2.73,2.09,7.39,8.89,6.69
8074,"493,627","491,348","450,000","12,517","11,871","9,250",2.54,2.42,2.06,12.19,11.38,8.12
8075,"952,507","936,031","750,000","7,922","4,829","2,700",0.83,0.52,0.36,9.70,3.10,1.53
8076,"124,180","124,176","105,752","1,802","1,525",718,1.45,1.23,0.68,6.58,5.04,2.02
8077,"22,777","22,050",－,600,432,－,2.63,1.96,－,4.97,4.00,－
8097,"726,918","667,929","440,000","10,960","10,971","6,300",1.51,1.64,1.43,7.99,8.75,5.17
8098,"634,740","600,312","550,000","14,031","13,229","12,000",2.21,2.20,2.18,8.47,7.39,6.79
8237,"92,530","89,859","50,500","1,842",963,"-4,400",1.99,1.07,-8.71,6.51,4.02,-38.43
8293,"428,339","404,797","378,000","10,373","7,836","5,700",2.42,1.94,1.51,4.07,3.54,2.58
8355,"235,736","229,295",－,"63,379","54,582","61,000",26.89,23.80,－,4.67,3.86,3.96
8522,"66,600","67,043","65,000","8,735","6,303","6,200",13.12,9.40,9.54,2.62,2.01,1.72
8527,"49,893","52,895",－,"7,086","4,138","4,400",14.20,7.82,－,2.05,1.36,1.36
8530,"30,454","30,924",－,"4,221","3,489","2,200",13.86,11.28,－,3.14,2.18,0.98
8601,"720,586","672,287",－,"67,326","54,288",－,9.34,8.08,－,5.07,4.92,－
8604,"1,835,118","1,952,482",－,－,－,－,－,－,－,-3.73,8.21,－
9014,"21,445","21,302","17,686","3,364","2,919",-436,15.69,13.70,-2.47,6.43,5.39,-1.41
9067,"51,409","50,680","48,100","1,276","1,059",600,2.48,2.09,1.25,5.85,4.01,1.93
9068,"116,967","122,801","127,000","7,502","8,877","9,300",6.41,7.23,7.32,7.10,9.07,7.45
9069,"529,609","570,030","585,000","19,631","20,656","20,200",3.71,3.62,3.45,10.08,9.89,8.81
9202,"2,058,312","1,974,216","740,000","165,019","60,806","-505,000",8.02,3.08,-68.24,10.61,2.56,-57.62
9308,"23,008","21,787","17,684",396,-884,"-2,565",1.72,-4.06,-14.50,3.23,0.41,-15.52
9311,"45,839","44,894","41,615","1,646","1,730",58,3.59,3.85,0.14,5.79,3.75,0.26
9363,"7,365","7,410","7,248",10,-12,95,0.14,-0.16,1.31,-0.79,-0.73,4.07
9405,"81,986","82,937","72,500","4,262","3,388",200,5.20,4.09,0.28,5.90,3.49,0.46
9643,"3,854","3,809","2,100",151,137,-390,3.92,3.60,-18.57,2.77,2.78,-9.02
9708,"58,426","54,558",－,"5,036","3,160",－,8.62,5.79,－,6.36,4.01,－
9713,"40,884","37,601",－,"2,047",-257,－,5.01,-0.68,－,16.34,3.69,－
1805,"128,866","134,859","133,000","7,220","7,848","5,800",5.60,5.82,4.36,14.88,13.47,8.36
1885,"173,692","190,278","191,000","3,980","7,957","6,800",2.29,4.18,3.56,4.54,7.33,6.39
1925,"4,143,505","4,380,209","4,000,000","372,195","381,114","258,000",8.98,8.70,6.45,15.47,14.06,7.42
3553,"45,682","42,926","37,800","1,949","2,052",600,4.27,4.78,1.59,4.80,4.06,1.93
4205,"337,499","321,966","275,000","33,147","26,104","16,000",9.82,8.11,5.82,7.19,7.87,4.87
4523,"642,834","695,621","719,000","86,154","125,502","88,000",13.40,18.04,12.24,10.38,18.64,9.88
6762,"1,381,806","1,363,037","1,400,000","107,823","97,870","110,000",7.80,7.18,7.86,9.66,6.71,8.71
7240,"669,482","626,815","530,200","23,140","12,028","-10,800",3.46,1.92,-2.04,0.76,-0.52,-5.92
7272,"1,673,137","1,664,764","1,480,000","140,787","115,364","70,000",8.41,6.93,4.73,14.59,11.12,6.40
8061,"157,145","140,677","135,000","2,118","2,809","2,400",1.35,2.00,1.78,5.59,-4.70,6.36
3878,"33,439","30,995","30,500",672,-64,-700,2.01,-0.21,-2.30,-18.07,5.37,-21.29
5915,"44,002","35,453","30,000","2,012",55,280,4.57,0.16,0.93,-2.69,-1.17,1.12
6317,"60,339","58,288","46,600","5,463","2,907",-950,9.05,4.99,-2.04,10.84,4.51,-2.54
7246,"220,661","205,292","148,500","13,800","7,459","2,100",6.25,3.63,1.41,8.92,4.29,-0.84
5204,"71,186","73,745","65,000","2,355","2,497",0,3.31,3.39,0.00,6.33,4.76,-0.98
4524,"10,090","9,774","9,500",417,453,300,4.13,4.63,3.16,3.59,3.26,1.85
6366,"341,952","385,925","280,000","-199,795","26,789","11,000",-58.43,6.94,3.93,－,－,22.63
9130,"13,406","12,505","12,000","1,671","1,556",900,12.46,12.44,7.50,10.53,16.56,1.86
9401,"366,353","356,796","317,300","18,572","13,103","4,100",5.07,3.67,1.29,4.31,5.19,1.02
9402,"34,046","33,094","27,800","2,418","1,582",0,7.10,4.78,0.00,3.10,4.56,0.09
6310,"155,955","149,899","144,500","3,179","2,745","1,100",2.04,1.83,0.76,1.60,1.07,0.29
5851,"216,187","220,519","171,000","13,579","8,495","-2,900",6.28,3.85,-1.70,－,4.14,-1.30
7270,"3,156,150","3,344,109","2,950,000","181,724","210,319","110,000",5.76,6.29,3.73,8.74,8.99,4.70
