銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
9143,"1,118,094","1,173,498","1,248,000","70,359","75,447","97,000",6.29,6.43,7.77,12.69,12.79,18.32
8919,"81,356","89,978","90,206","9,104","10,121","10,128",11.19,11.25,11.23,34.26,24.78,26.42
9266,"7,078","7,991",－,289,167,－,4.08,2.09,－,10.49,-10.68,－
9265,"61,533","64,658","63,108",522,560,524,0.85,0.87,0.83,2.28,6.90,4.99
3997,"2,011","1,989","2,313",509,124,144,25.31,6.23,6.23,30.37,6.27,7.19
6558,"2,503","2,973",－,132,226,－,5.27,7.60,－,6.77,11.10,－
7807,"4,526","5,992","4,998",-272,-131,105,-6.01,-2.19,2.10,-24.83,-35.93,4.27
9264,"5,641","6,104","6,589",207,219,298,3.67,3.59,4.52,9.74,10.47,7.06
3996,"2,684","2,122","2,065",272,-176,-727,10.13,-8.29,-35.21,16.84,-22.35,-108.86
7808,"7,803","15,565","15,410",388,"1,068","1,089",4.97,6.86,7.07,－,20.98,18.90
9263,"26,485","27,338","28,228",932,-212,20,3.52,-0.78,0.07,35.98,-36.98,-7.12
7196,"8,609","9,436","10,446","1,325","1,522","1,634",15.39,16.13,15.64,13.31,14.39,15.80
3995,"4,084","4,899","4,950",229,99,150,5.61,2.02,3.03,6.73,-20.59,3.39
3484,"8,229","9,985","10,084",733,785,600,8.91,7.86,5.95,28.00,24.25,17.31
9262,"7,800","8,832","9,530",885,934,650,11.35,10.58,6.82,18.97,16.87,10.54
4124,"1,088","1,050",968,107,111,14,9.83,10.57,1.45,4.37,4.49,0.53
6555,"2,860","2,528","2,163",564,321,101,19.72,12.70,4.67,12.51,－,2.38
6556,"5,751","6,878","7,838","1,495","1,758","1,952",26.00,25.56,24.90,45.32,39.03,34.49
3994,"4,594","7,156","11,272",-796,"-2,446","-2,961",-17.33,-34.18,-26.27,-22.57,-46.35,-29.95
6697,-,-,-,-,-,-,-,-,-,-,-,-
9260,"182,220","182,603","168,000","6,703","4,343",-600,3.68,2.38,-0.36,9.13,4.80,-0.99
3482,"9,670","15,116","16,862","2,392","3,653","4,120",24.74,24.17,24.43,26.04,30.32,31.83
7809,"8,294","7,374","7,800",272,228,280,3.28,3.09,3.59,4.82,2.66,5.91
3993,"3,061","7,393","9,500",720,634,760,23.52,8.58,8.00,2.49,6.48,1.46
3992,"5,517","5,364","5,800",508,492,537,9.21,9.17,9.26,18.77,16.51,16.58
3481,"3,200","3,342","4,222","1,749","1,729","2,177",54.66,51.74,51.56,－,－,－
3991,"2,922","3,094","2,945",305,443,140,10.44,14.32,4.75,20.48,25.27,5.04
6554,"8,117","8,967","9,745",494,208,3,6.09,2.32,0.03,16.78,11.82,6.70
3990,"19,726","22,459","28,600","1,247",993,800,6.32,4.42,2.80,38.31,11.58,14.49
6696,694,783,"1,545",-144,-103,81,-20.75,-13.15,5.24,-12.95,-10.68,6.83
3989,"7,907","3,987",－,-432,364,－,-5.46,9.13,－,-31.86,-91.51,－
3480,"38,940","42,667","47,125","2,958","3,425","3,730",7.60,8.03,7.92,18.99,16.83,13.86
7810,"3,493","2,324","2,790",61,-413,68,1.75,-17.77,2.44,0.50,-27.18,2.01
3566,"4,030","4,714","5,011",342,361,301,8.49,7.66,6.01,14.34,12.50,9.66
6553,"16,808","19,702","21,000",943,723,450,5.61,3.67,2.14,26.93,13.21,－
3988,"5,130","5,890","6,000",216,344,300,4.21,5.84,5.00,8.71,11.42,9.73
6551,"10,617","12,098","12,500",220,-610,－,2.07,-5.04,－,1.74,-56.23,－
6552,"3,148","2,890","2,936",808,408,-417,25.67,14.12,-14.20,23.48,6.59,-10.76
6550,"6,828","6,371",－,213,-478,－,3.12,-7.50,－,19.32,-89.42,－
3987,"1,611","2,859","2,650",24,-339,185,1.49,-11.86,6.98,1.16,－,11.97
6549,"12,178","13,433","13,949",291,212,445,2.39,1.58,3.19,13.00,-6.32,14.66
3986,"1,128","1,157",－,161,139,－,14.27,12.01,－,9.83,8.53,－
3565,"5,456","5,932","6,200",376,456,568,6.89,7.69,9.16,20.58,20.94,20.84
6548,"29,268","33,355",－,333,138,－,1.14,0.41,－,14.96,6.08,－
7940,"28,229","29,251","29,000","1,521","1,622","1,600",5.39,5.55,5.52,13.05,9.51,7.91
3985,"1,557","2,301","2,910",283,178,378,18.18,7.74,12.99,13.77,7.61,19.79
6175,"14,050","14,363","15,500",424,735,650,3.02,5.12,4.19,12.99,20.19,15.81
3563,"199,088","204,957","250,600","14,546","12,061","17,300",7.31,5.88,6.90,22.58,13.14,20.63
3984,"1,333","1,667","1,923",529,687,769,39.68,41.21,39.99,14.17,13.17,12.22
3964,"19,492","19,672","23,682","3,219","2,525","3,480",16.51,12.84,14.69,10.10,7.96,9.26
3562,"8,164","8,818","11,210",330,361,563,4.04,4.09,5.02,12.38,13.79,19.73
6694,"7,705","8,608","9,886",260,291,573,3.37,3.38,5.80,6.87,5.21,7.66
3479,"35,523","54,343",－,"4,289","6,325",－,12.07,11.64,－,19.61,7.51,－
3983,"4,463","5,022","5,127","1,174","1,333","1,642",26.31,26.54,32.03,16.51,15.57,16.62
4597,318,"1,310","1,250","-2,420","-1,762","-2,450",-761.01,-134.50,-196.00,-36.43,-26.66,-46.36
6547,"30,896","22,909",－,"2,431","-3,456",－,7.87,-15.09,－,15.10,-52.08,－
3978,"44,279","41,270","40,000","7,751",396,"3,400",17.50,0.96,8.50,17.10,-7.44,5.87
6546,"7,700","11,461","11,210",340,665,302,4.42,5.80,2.69,－,7.05,3.32
3561,"27,466","29,106",－,957,697,－,3.48,2.39,－,14.35,-5.27,－
6545,"3,363","3,575","3,361",92,216,84,2.74,6.04,2.50,8.60,14.63,13.28
3981,"9,190","10,401","12,500",517,817,"1,009",5.63,7.86,8.07,5.28,10.32,8.62
6544,"17,900","21,339","24,000","2,034","2,717","3,550",11.36,12.73,14.79,37.68,37.63,25.83
3560,"5,465","5,309","5,340",640,83,220,11.71,1.56,4.12,12.71,4.12,4.08
3979,"2,243","2,480","3,000",429,-189,-50,19.13,-7.62,-1.67,12.40,-9.50,-1.37
9325,"8,448","10,638","12,500",187,349,400,2.21,3.28,3.20,11.81,14.95,15.24
3559,"2,106","2,133","2,173",297,247,250,14.10,11.58,11.50,25.88,10.31,16.48
3558,"6,711","8,576","10,000",-980,-83,"1,500",-14.60,-0.97,15.00,-14.17,-8.29,33.96
3557,"7,294","8,004",－,209,148,－,2.87,1.85,－,4.81,2.22,－
3977,"1,200","1,324","1,400",2,34,19,0.17,2.57,1.36,-66.96,6.02,4.47
9519,"14,098","19,449","20,500","5,025","7,153","5,400",35.64,36.78,26.34,－,26.41,4.61
6543,"5,021","5,081","5,458",304,291,331,6.05,5.73,6.06,8.68,7.13,7.89
1439,"4,781","5,059","5,213",220,206,1,4.60,4.07,0.02,10.25,8.56,-2.56
3478,"2,630","1,770",－,"1,892",988,－,71.94,55.82,－,－,－,－
3976,"1,803","1,855","1,760",-31,36,15,-1.72,1.94,0.85,-9.02,7.02,1.92
3975,"65,229","50,000",-,"2,118","-1,400",-,3.25,-2.80,-,-5.33,-7.08,-
6542,"7,335","7,412","8,300",739,861,880,10.07,11.62,10.60,10.55,11.11,11.88
3974,"2,639","2,767","2,458",173,239,125,6.56,8.64,5.09,5.47,7.63,3.17
3477,"7,977","9,630","10,500",243,331,320,3.05,3.44,3.05,5.83,8.54,7.79
3969,"1,448","1,623","1,790",514,588,650,35.50,36.23,36.31,16.40,16.35,15.33
3968,"8,767","9,646","11,012",484,548,581,5.52,5.68,5.28,15.81,15.75,15.18
3970,"1,487","2,022","2,495",16,174,270,1.08,8.61,10.82,0.93,10.21,7.21
6541,"1,524","1,903","2,300",575,953,"1,173",37.73,50.08,51.00,29.19,35.78,32.56
3556,"8,569","6,836","7,807",429,214,355,5.01,3.13,4.55,14.12,-78.84,16.73
6540,"28,473","28,363","22,000","1,269","1,271",210,4.46,4.48,0.95,10.03,9.51,1.91
7192,"6,267","7,117","7,025","1,159","1,482","1,410",18.49,20.82,20.07,22.53,23.32,17.19
3476,"5,340","5,448","5,364","2,716","2,865","2,544",50.86,52.59,47.43,－,－,－
7782,"4,182","4,368","3,970",12,143,116,0.29,3.27,2.92,0.72,4.09,4.24
6539,"3,828","4,098",－,"1,690","1,704",－,44.15,41.58,－,18.31,18.37,－
6538,"2,357","2,337","2,550",778,305,425,33.01,13.05,16.67,19.38,5.25,7.60
3475,"16,817","23,376","30,405","1,678","1,755","2,336",9.98,7.51,7.68,22.32,16.85,18.09
7191,"3,136","3,626","4,250",842,"1,021","1,166",26.85,28.16,27.44,21.22,21.99,21.54
4596,0,0,38,"-3,274","-3,322","-3,000",－,－,"-7,894.74",-25.91,-33.29,-46.10
3550,"4,214","4,142","3,500",743,788,210,17.63,19.02,6.00,32.66,24.90,4.30
3967,"1,656","1,963","1,700",38,186,-350,2.29,9.48,-20.59,-3.96,5.31,-25.53
5704,"2,582","2,809","2,300",329,265,-300,12.74,9.43,-13.04,10.99,7.60,-10.87
6537,"2,749","2,188",－,12,-174,－,0.44,-7.95,－,0.09,-8.52,－
3549,"250,885","300,173","312,000","14,147","16,359","16,500",5.64,5.45,5.29,21.59,20.60,16.98
3267,"4,739","7,024","3,500",637,"1,096",-140,13.44,15.60,-4.00,23.40,24.13,-5.49
1438,"4,088","3,853","3,676",306,284,266,7.49,7.37,7.24,6.99,7.33,6.23
3548,"71,034","65,880","52,547","4,736","4,604","1,550",6.67,6.99,2.95,－,14.52,1.75
6535,"21,138","14,901","13,715","3,160","2,246","2,500",14.95,15.07,18.23,11.07,13.20,13.49
9142,"440,358","432,644","291,700","63,885","49,406","-32,300",14.51,11.42,-11.07,12.43,7.61,-7.24
3966,"9,340","12,521","13,000",830,"-1,236",-410,8.89,-9.87,-3.15,17.25,-29.11,-117.68
7190,"4,122","4,718","3,700","2,117","1,856",750,51.36,39.34,20.27,12.86,10.51,4.23
4189,"101,199","94,209","78,000","10,858","9,559","6,500",10.73,10.15,8.33,20.13,17.97,12.09
3965,"7,290","6,880","7,000",625,169,340,8.57,2.46,4.86,14.68,2.83,6.84
7189,"143,740","141,698",－,"34,412","28,716","26,000",23.94,20.27,－,4.45,4.03,3.38
3474,"2,941","3,952","3,860",234,7,-85,7.96,0.18,-2.20,9.01,-6.87,-23.21
3963,"1,787","2,014",－,687,557,－,38.44,27.66,－,19.19,11.22,－
3961,918,999,"1,200",134,110,195,14.60,11.01,16.25,10.35,-2.24,8.68
3962,"7,054","11,692","16,031","1,081","3,626","4,950",15.32,31.01,30.88,10.51,24.14,42.50
3960,"2,066","2,477","2,622",-65,137,103,-3.15,5.53,3.93,-19.42,9.91,4.41
3940,"2,541","2,412","2,700",391,334,379,15.39,13.85,14.04,13.00,10.70,11.02
3547,"7,667","10,010","8,400",559,605,-110,7.29,6.04,-1.31,20.60,17.30,-7.47
3939,"1,685","1,881","2,100",544,654,730,32.28,34.77,34.76,26.82,27.81,26.77
6533,"7,255","9,339","11,300",474,527,600,6.53,5.64,5.31,34.46,22.26,21.71
6532,"24,294","32,978","41,000","4,489","8,038","11,000",18.48,24.37,26.83,19.71,31.09,29.86
3546,"82,466","137,695","154,000",395,"3,347","6,700",0.48,2.43,4.35,-0.53,12.04,18.18
3472,"1,440","1,433","1,335",696,678,578,48.33,47.31,43.30,－,－,－
3544,"84,649","89,304","85,000",430,820,200,0.51,0.92,0.24,0.35,1.40,1.24
3471,"5,064","6,363","8,115","2,315","2,881","3,729",45.71,45.28,45.95,－,－,－
3470,"1,129","1,265","1,283",482,571,575,42.69,45.14,44.82,－,－,－
6531,"2,526","2,694","2,989",-255,-178,102,-10.10,-6.61,3.41,-46.54,-58.07,4.55
3469,"9,543","7,254","9,206",431,426,391,4.52,5.87,4.25,10.71,12.85,9.86
6200,"5,608","5,119","6,740","1,303",784,"1,450",23.23,15.32,21.51,27.98,14.92,32.60
3938,"207,182","227,485",－,"16,110","-38,997",－,7.78,-17.14,－,-1.94,-26.26,－
6199,"11,410","13,771","15,020",727,"1,134","1,370",6.37,8.23,9.12,16.87,20.98,27.94
3543,"30,335","31,219","27,600","7,568","7,878","5,330",24.95,25.23,19.31,18.04,17.17,10.61
6197,"84,251","95,719","102,700","5,030","5,465","5,470",5.97,5.71,5.33,27.18,30.88,18.80
3542,"13,322","13,570","19,000",-296,116,"1,900",-2.22,0.85,10.00,-6.53,1.10,24.77
6198,"11,594","12,247","13,000",250,1,50,2.16,0.01,0.38,11.74,-3.07,0.81
6193,"6,177","5,948","5,300",75,-192,30,1.21,-3.23,0.57,2.03,-72.74,4.84
7187,"6,082","6,744","7,400",-101,155,580,-1.66,2.30,7.84,-20.78,3.76,42.70
3937,"3,555","4,038","4,437",564,707,807,15.86,17.51,18.19,24.67,27.28,24.23
6196,"5,077","6,916","8,368","1,886","2,981","3,081",37.15,43.10,36.82,27.76,35.97,－
2820,"10,881","12,644","13,020",941,362,461,8.65,2.86,3.54,12.68,12.50,4.74
3541,"3,102","3,473","4,200",5,36,－,0.16,1.04,－,0.67,5.00,－
6194,"3,229","3,430","3,700",710,732,500,21.99,21.34,13.51,13.82,10.44,7.52
6195,"3,862","14,407","25,300",87,"1,020","1,500",2.25,7.08,5.93,15.63,75.40,60.98
3539,"113,278","126,958","124,254","4,600","6,717","5,368",4.06,5.29,4.32,11.30,13.37,10.98
3468,"3,227","3,996","6,613","1,721","2,131","3,245",53.33,53.33,49.07,－,－,－
3936,"1,343","1,300","1,600",-50,-186,-230,-3.72,-14.31,-14.38,-25.68,-74.40,-46.34
3935,"2,005","2,454",－,-516,-176,－,-25.74,-7.17,－,-177.02,-32.24,－
3504,"14,858","13,574","12,580",985,799,"1,410",6.63,5.89,11.21,1.78,1.09,1.96
6192,"6,099","7,913","8,500",426,184,380,6.98,2.33,4.47,20.04,1.33,-25.61
2296,"850,721","852,450","820,000","14,494","17,266","20,000",1.70,2.03,2.44,4.80,5.08,6.83
6236,"13,337","13,949","14,000",703,803,550,5.27,5.76,3.93,9.41,6.57,5.42
7186,-,-,-,-,-,-,-,-,-,-,-,-
3922,"2,286","2,891","3,357",518,560,757,22.66,19.37,22.55,18.14,18.09,34.09
6191,"24,306","21,191","23,500",680,"-8,760",300,2.80,-41.34,1.28,9.90,-140.01,7.98
3538,"29,860","35,068","36,134","1,118","1,160","1,180",3.74,3.31,3.27,14.29,13.89,11.62
3934,"6,192","7,701","9,310",842,"1,124","1,237",13.60,14.60,13.29,18.02,19.38,17.72
3933,"2,030","3,186","3,780",77,241,360,3.79,7.56,9.52,0.67,9.90,15.16
3467,"15,713","18,153","20,633",559,705,817,3.56,3.88,3.96,9.60,13.05,15.31
6189,"19,694","22,160","23,800",173,477,700,0.88,2.15,2.94,15.67,5.54,8.37
6190,"1,228","1,310","1,346",-311,-146,-50,-25.33,-11.15,-3.71,-17.48,-30.72,-3.65
6237,"29,171","28,636","28,280","2,337","2,114","1,332",8.01,7.38,4.71,11.26,10.49,7.27
7185,"8,378","8,412",－,"3,014","3,024",－,35.98,35.95,－,25.56,21.63,－
9466,"8,593","9,372",－,940,738,－,10.94,7.87,－,17.79,13.81,－
3932,"28,130","32,048",－,"13,635","11,053",－,48.47,34.49,－,38.86,24.55,－
3537,"20,110","17,733","16,141",273,128,113,1.36,0.72,0.70,3.46,3.15,2.27
6188,"11,544","10,552","7,000",641,565,460,5.55,5.35,6.57,20.95,14.19,－
6615,"138,665","141,010",－,-769,"-5,188",－,-0.55,-3.68,－,-15.40,-122.94,－
7184,"28,866","32,230",－,"4,740","3,931","3,200",16.42,12.20,－,3.67,2.36,2.22
6187,"12,128","13,867","15,500",881,982,"1,400",7.26,7.08,9.03,23.31,25.58,14.38
1436,"5,021","4,735","5,200",-197,157,220,-3.92,3.32,4.23,-8.80,1.85,4.02
2424,"10,390","7,987",－,558,-989,－,5.37,-12.38,－,10.63,-39.80,－
2884,"23,716","29,875","30,900",354,808,910,1.49,2.70,2.94,6.26,4.59,12.96
7811,"33,942","34,100","34,500","1,645","1,533","1,629",4.85,4.50,4.72,10.14,9.14,9.18
3931,"4,585","5,763",－,135,64,－,2.94,1.11,－,10.94,6.40,－
3536,"13,333","12,488","12,706",181,421,305,1.36,3.37,2.40,-2.87,30.23,9.12
3930,"2,520","2,542","2,657",452,276,17,17.94,10.86,0.64,19.16,9.54,0.57
3466,"8,758","7,430","9,556","5,233","4,066","5,237",59.75,54.72,54.80,－,－,－
6186,"16,839","18,247","15,542",583,371,-920,3.46,2.03,-5.92,2.43,2.02,-19.51
3465,"103,118","120,710","130,000","5,950","6,425","7,100",5.77,5.32,5.46,23.95,21.32,21.29
3929,"3,264","3,924","4,825",405,201,320,12.41,5.12,6.63,20.17,5.60,12.90
3464,"21,534","22,674","24,600","1,730","1,903","1,950",8.03,8.39,7.93,19.12,17.04,15.67
6185,"10,216","11,607","14,000",725,747,800,7.10,6.44,5.71,15.03,11.06,10.97
3928,"12,133","11,649","11,500",17,-774,"1,100",0.14,-6.64,9.57,-62.26,-96.46,35.62
9416,"21,503","27,318","16,700","2,484","3,325",58,11.55,12.17,0.35,16.67,21.54,-14.10
3419,"1,835","2,023",－,25,43,－,1.36,2.13,－,2.38,3.68,－
3927,909,"1,047",－,16,-59,－,1.76,-5.64,－,5.36,-16.73,－
6238,"27,134","27,431","24,500","3,543","3,637","2,000",13.06,13.26,8.16,10.81,16.36,7.30
3926,"4,969","4,936",－,"1,703","1,538",－,34.27,31.16,－,23.53,16.34,－
4595,"6,423","6,427","4,254","1,220","1,111",235,18.99,17.29,5.52,32.87,25.30,4.99
6464,"74,832","64,563","49,000","9,942","8,186","2,600",13.29,12.68,5.31,15.22,10.76,2.77
3925,"2,812","3,667","4,050",866,"1,101","1,250",30.80,30.02,30.86,39.12,37.03,36.34
3924,"8,056","9,094","8,614",585,709,624,7.26,7.80,7.24,12.12,13.77,10.97
3923,"8,743","11,608","15,119","1,468","1,174","3,604",16.79,10.11,23.84,24.53,16.33,43.87
6184,"2,503","3,263","3,390",744,800,265,29.72,24.52,7.82,17.24,20.92,4.96
1435,"79,149","18,828","5,962",721,"-9,671",-971,0.91,-51.36,-16.29,5.09,-93.86,-17.10
3463,"3,561",953,"1,037","2,334",371,418,65.54,38.93,40.31,－,－,－
3921,"2,661","3,742","5,331",528,699,700,19.84,18.68,13.13,11.66,13.59,12.01
6183,"121,113","126,663","132,000","8,580","11,105","11,500",7.08,8.77,8.71,12.10,14.76,13.91
6182,"2,908","3,910","3,910",338,448,450,11.62,11.46,11.51,24.46,22.87,－
7183,"3,182","3,542","3,801",274,383,370,8.61,10.81,9.73,10.06,13.02,10.03
6178,"12,774,999","11,950,185","11,360,000",－,－,－,－,－,－,3.61,3.99,2.59
7181,"7,916,655","7,211,405","6,850,000","264,870","286,601","200,000",3.35,3.97,2.92,5.82,7.42,4.98
7182,"1,845,413","1,799,544",－,"373,978","379,137","375,000",20.27,21.07,－,2.33,2.69,2.44
3418,"11,512","9,433","10,200",508,-893,0,4.41,-9.47,0.00,10.88,-38.83,53.33
6181,"4,151","8,187","4,760",216,78,"-2,000",5.20,0.95,-42.02,9.85,0.20,－
6180,"4,533","4,145","5,700",282,60,-600,6.22,1.45,-10.53,8.03,-2.49,-28.45
4594,155,11,3,"-1,665","-1,827","-1,894","-1,074.19","-16,609.09","-63,133.33",-31.62,-45.28,-46.74
6177,"1,423","1,323",－,-213,-55,－,-14.97,-4.16,－,-38.82,-10.29,－
3462,"36,927","37,577","38,347","14,673","15,212","15,413",39.74,40.48,40.19,－,－,－
3417,"258,481","277,260",－,"2,035","2,240",－,0.79,0.81,－,12.00,12.89,－
5021,"2,770,365","2,738,003","2,170,000","94,653","13,893","31,000",3.42,0.51,1.43,20.45,-10.81,3.70
7180,"170,322","172,140","171,400","33,717","27,033","24,400",19.80,15.70,14.24,3.49,2.88,2.31
9099,"107,612","110,676","111,700","4,088","4,856","5,600",3.80,4.39,5.01,7.67,8.89,8.95
6176,"3,394","2,780","3,100",518,3,250,15.26,0.11,8.06,23.75,-14.54,7.18
3920,"1,833","1,946","2,313",244,198,322,13.31,10.17,13.92,8.08,-2.84,12.68
3416,"2,514","2,759","2,628",110,160,0,4.38,5.80,0.00,3.00,12.60,-23.51
1434,"10,370","8,993","9,600",-88,340,400,-0.85,3.78,4.17,-3.91,9.67,7.71
1433,"4,927","3,436","3,800",497,93,120,10.09,2.71,3.16,25.13,2.29,8.58
3415,"13,953","15,247","14,800","1,405","1,295",300,10.07,8.49,2.03,21.17,17.09,1.44
3919,"5,419","6,207","6,000",394,"1,390","1,100",7.27,22.39,18.33,5.86,21.87,19.92
6173,"5,797","6,008","6,286",183,-17,-150,3.16,-0.28,-2.39,5.62,-2.85,-17.38
3139,"115,440","116,794","111,000","3,009","3,144",－,2.61,2.69,－,13.18,12.99,11.81
6172,"10,240","13,292",－,-214,"-2,990",－,-2.09,-22.49,－,-6.32,－,－
6171,"5,663","6,066","6,785",493,487,480,8.71,8.03,7.07,9.34,7.42,8.40
3461,"4,391","4,547","4,400",505,322,355,11.50,7.08,8.07,18.76,10.51,10.61
1431,"6,597","6,036","9,500",532,144,390,8.06,2.39,4.11,22.82,7.29,15.07
3918,"16,540","16,758","17,000",822,750,865,4.97,4.48,5.09,9.24,－,－
6049,"4,491","4,382","3,800","2,000","1,435","1,100",44.53,32.75,28.95,17.47,12.38,3.30
3460,-,-,-,-,-,-,-,-,-,-,-,-
4980,"60,580","57,710","61,000","3,724","4,617","7,000",6.15,8.00,11.48,4.62,5.54,4.97
3917,"3,261","5,337","5,000",12,114,100,0.37,2.14,2.00,－,-3.21,1.59
7781,"20,841","22,970","23,300",202,380,400,0.97,1.65,1.72,13.81,10.43,10.71
7812,"17,642","15,964","16,338",955,688,575,5.41,4.31,3.52,12.57,6.79,6.87
3138,"3,466","4,432","4,995",252,327,271,7.27,7.38,5.43,17.80,14.33,12.04
3459,"3,777","3,900","4,366","1,869","1,776","2,203",49.48,45.54,50.46,－,－,－
6239,"4,380","6,436","5,800",494,"1,076",700,11.28,16.72,12.07,16.09,25.72,15.56
3137,"3,394","3,348","3,350",713,539,-295,21.01,16.10,-8.81,17.62,11.89,-8.29
6167,"18,356","17,426","13,820","1,272",875,-180,6.93,5.02,-1.30,5.11,3.31,1.47
7780,"80,898","84,519","84,839","5,571","7,033","6,838",6.89,8.32,8.06,8.67,8.47,7.63
3136,"3,870","3,976",－,120,-42,－,3.10,-1.06,－,3.12,-66.67,－
6166,"4,809","2,797","3,350","-4,193",-578,300,-87.19,-20.66,8.96,－,－,201.73
3916,"12,355","13,495","13,580","1,095","1,352","1,358",8.86,10.02,10.00,26.47,29.60,25.00
3135,"8,472","10,904","14,000",452,655,815,5.34,6.01,5.82,19.37,22.46,26.54
4593,0,0,－,"-5,063","-4,271",－,－,－,－,-38.01,-38.27,－
9417,"7,743","5,958","4,773",320,-239,-82,4.13,-4.01,-1.72,5.42,0.89,-2.75
3915,"6,558","9,300","11,038",125,725,682,1.91,7.80,6.18,7.05,14.67,19.99
6048,"2,181","1,924","1,815",424,202,5,19.44,10.50,0.28,7.06,4.99,2.06
3914,"1,446","1,797",－,357,315,－,24.69,17.53,－,22.44,28.82,－
6046,"2,719","1,427",－,"1,026",50,－,37.73,3.50,－,36.20,0.24,－
6047,"15,017","13,987","10,797","2,302",859,"1,222",15.33,6.14,11.32,20.56,3.56,6.85
6044,"11,050","11,679","11,800",652,406,106,5.90,3.48,0.90,16.62,9.70,2.36
6045,"10,409","9,500","10,097",515,179,217,4.95,1.88,2.15,13.87,2.81,4.22
6040,"6,628","6,063","5,400",629,317,320,9.49,5.23,5.93,11.29,2.44,2.80
3458,"23,941","41,194","54,700","1,651","4,228","5,000",6.90,10.26,9.14,4.05,13.93,14.50
3134,"10,302","11,325","12,832","1,163","1,744","1,778",11.29,15.40,13.86,21.86,24.37,25.91
3133,"4,920","3,977",－,-259,-465,－,-5.26,-11.69,－,-112.96,－,－
4592,741,447,－,"-3,733","-5,486","-5,453",-503.78,"-1,227.29",－,-60.17,-52.36,-62.54
3132,"524,235","521,193","522,000","15,324","14,447","14,550",2.92,2.77,2.79,6.89,4.26,6.34
7177,"34,787","32,501",－,"11,812","9,762",－,33.96,30.04,－,23.39,16.96,－
3913,985,862,920,-107,-61,71,-10.86,-7.08,7.72,-8.91,-7.40,3.68
3912,"2,978","3,190","2,819",849,"1,109",814,28.51,34.76,28.88,26.17,32.38,22.22
6039,"2,563","2,734","2,800",397,430,435,15.49,15.73,15.54,17.53,15.75,14.45
7813,"5,940","6,098","6,200",236,559,660,3.97,9.17,10.65,12.47,19.27,6.16
3131,"46,102","44,277","38,200",626,496,730,1.36,1.12,1.91,3.91,3.50,5.58
3457,"31,546","32,878","35,754","3,156","1,893","3,112",10.00,5.76,8.70,19.20,9.05,16.88
3911,"7,314","5,644","11,629","-1,486",-871,"1,557",-20.32,-15.43,13.39,-66.60,-90.27,30.08
1430,"19,015","23,418","21,100","1,877","1,342","1,500",9.87,5.73,7.11,23.12,14.65,16.73
3445,"25,478","24,501","23,500","5,751","4,717","4,300",22.57,19.25,18.30,30.58,15.59,12.16
6038,"5,192","5,266",－,310,315,－,5.97,5.98,－,8.06,4.00,－
3223,"4,377","4,929","2,554",-12,8,-700,-0.27,0.16,-27.41,－,0.63,－
3224,"3,706","3,579",－,-21,-146,－,-0.57,-4.08,－,-74.52,-47.64,－
3455,"2,013","2,023","2,058","1,103","1,072","1,063",54.79,52.99,51.65,－,－,－
3909,"2,002","1,508","1,500",352,92,20,17.58,6.10,1.33,1.34,-17.20,4.00
3908,"1,968","2,019","2,140",310,191,15,15.75,9.46,0.70,12.95,4.80,0.27
3910,"2,075","2,380","2,749",317,314,324,15.28,13.19,11.79,10.27,16.51,15.86
3222,"694,323","691,660","728,000","11,811","9,357","16,000",1.70,1.35,2.20,3.78,1.16,4.75
3907,"5,002","4,594","4,076",-771,45,80,-15.41,0.98,1.96,-51.68,11.19,2.23
1384,"12,763","13,416","14,168",153,139,316,1.20,1.04,2.23,0.96,2.52,2.70
3906,"1,630","2,324","2,900",201,189,290,12.33,8.13,10.00,17.19,7.11,3.62
3454,"21,864","19,838","14,100","5,130","3,462","2,150",23.46,17.45,15.25,22.28,14.33,11.36
6037,"1,706","1,671",－,865,867,－,50.70,51.89,－,18.77,16.36,－
6036,"8,321","8,699","11,100","1,286","1,366","2,076",15.45,15.70,18.70,17.88,16.72,22.43
3453,"8,291","8,398","8,606","4,101","4,082","4,221",49.46,48.61,49.05,－,－,－
6035,"4,827","7,682","9,700","1,434","3,626","4,700",29.71,47.20,48.45,25.70,53.04,53.91
7814,"51,145","55,803","50,000","1,612","2,724",-900,3.15,4.88,-1.80,-8.50,12.73,-2.72
6034,"2,232","1,973","2,500",52,198,250,2.33,10.04,10.00,6.59,－,8.86
3904,"5,816","6,382","7,700",-391,-535,500,-6.72,-8.38,6.49,-9.75,-13.91,15.48
6033,"6,286","7,161","6,300",945,"1,379",650,15.03,19.26,10.32,34.46,40.14,14.05
7815,"6,717","7,755",－,"-2,719","-3,294",－,-40.48,-42.48,－,2.52,36.07,－
3199,"106,462","120,187","115,000","2,366","2,636","3,100",2.22,2.19,2.70,11.47,9.96,12.24
3221,"17,934","18,709",－,"2,083","2,036",－,11.61,10.88,－,25.19,17.26,－
3905,"1,088","1,168","1,400",100,14,15,9.19,1.20,1.07,2.01,-0.73,-1.44
6032,"3,969","3,147","1,950",526,124,-310,13.25,3.94,-15.90,12.43,1.71,-12.00
9517,"65,827","88,639","95,880","4,702","9,246","8,311",7.14,10.43,8.67,16.39,19.81,18.69
